t_ms,status,unreadable,sentinel,w6tick,wbusy,wdisp,wexit,wtid,savepri,savetid,crinest,svmnest,d5fn,d5arg,g688,g674,tshook,tsflag,sl0,sl1,sl2,sl3,sl4,sl5,sl6,sl7,h40,h44,h48,h4c,h92,d6n,d6in,d5n,boost,g36,done,cur,gamemode
1000.8,Running,0,1879051304,31493,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31493,0,3199,1,0,0,28388544,0
1100.7,Running,0,1879051304,31502,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31502,0,3205,1,0,0,28388544,0
1200.8,Running,0,1879051304,31512,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31512,0,3211,1,0,0,28388544,0
1300.5,Running,0,1879051304,31521,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31521,0,3217,1,0,0,28388544,0
1400.5,Running,0,1879051304,31530,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31530,0,3223,1,0,0,28388544,0
1500.6,Running,0,1879051304,31539,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31539,0,3229,1,0,0,28388544,0
1600.6,Running,0,1879051304,31548,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31548,0,3235,1,0,0,28388544,0
1700.9,Running,0,1879051304,31557,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31557,0,3241,1,0,0,28388544,0
1800.5,Running,0,1879051304,31567,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31567,0,3247,1,0,0,28388544,0
1900.8,Running,0,1879051304,31576,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31576,0,3253,1,0,0,28388544,0
2000.8,Running,0,1879051304,31585,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31585,0,3259,1,0,0,28388544,0
2100.5,Running,0,1879051304,31597,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31597,0,3265,1,0,0,28388544,0
2200.8,Running,0,1879051304,31610,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,31609,1,3271,1,0,0,28388544,0
2300.6,Running,0,1879051304,31626,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31626,0,3277,1,0,0,28388544,0
2400.6,Running,0,1879051304,31641,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31641,0,3283,1,0,0,28388544,0
2500.7,Running,0,1879051304,31655,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31655,0,3289,1,0,0,28388544,0
2600.5,Running,0,1879051304,31668,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31668,0,3295,1,0,0,28388544,0
2700.4,Running,0,1879051304,31681,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31681,0,3301,1,0,0,28388544,0
2800.6,Running,0,1879051304,31694,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31694,0,3307,1,0,0,28388544,0
2900.6,Running,0,1879051304,31710,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31710,0,3313,1,0,0,28388544,0
3000.6,Running,0,1879051304,31724,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,31723,1,3319,1,0,0,28388544,0
3100.7,Running,0,1879051304,31740,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31740,0,3325,1,0,0,28388544,0
3200.4,Running,0,1879051304,31754,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,31753,1,3331,1,0,0,28388544,0
3300.4,Running,0,1879051304,31771,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31771,0,3337,1,0,0,28388544,0
3400.7,Running,0,1879051304,31784,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31783,1,3343,1,0,0,28388544,0
3500.4,Running,0,1879051304,31801,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31801,0,3349,1,0,0,28388544,0
3600.4,Running,0,1879051304,31816,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31816,0,3355,1,0,0,28388544,0
3700.5,Running,0,1879051304,31830,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,31829,1,3361,1,0,0,28388544,0
3800.4,Running,0,1879051304,31845,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,31844,1,3367,1,0,0,28388544,0
3900.6,Running,0,1879051304,31860,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,31859,1,3373,1,0,0,28388544,0
4000.3,Running,0,1879051304,31874,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31873,1,3379,1,0,0,28388544,0
4100.7,Running,0,1879051304,31890,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31890,0,3385,1,0,0,28388544,0
4200.7,Running,0,1879051304,31905,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,31904,1,3391,1,0,0,28388544,0
4300.3,Running,0,1879051304,31919,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31918,1,3397,1,0,0,28388544,0
4400.6,Running,0,1879051304,31935,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31935,0,3403,1,0,0,28388544,0
4500.4,Running,0,1879051304,31950,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31950,0,3409,1,0,0,28388544,0
4600.7,Running,0,1879051304,31964,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,31963,1,3415,1,0,0,28388544,0
4700.7,Running,0,1879051304,31979,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31978,1,3421,1,0,0,28388544,0
4800.7,Running,0,1879051304,31995,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,31994,1,3427,1,0,0,28388544,0
4900.5,Running,0,1879051304,32010,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32009,1,3433,1,0,0,28388544,0
5000.8,Running,0,1879051304,32025,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32024,1,3439,1,0,0,28388544,0
5100.3,Running,0,1879051304,32040,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32039,1,3445,1,0,0,28388544,0
5200.9,Running,0,1879051304,32055,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32054,1,3451,1,0,0,28388544,0
5300.8,Running,0,1879051304,32070,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32069,1,3457,1,0,0,28388544,0
5400.7,Running,0,1879051304,32085,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32084,1,3463,1,0,0,28388544,0
5500.7,Running,0,1879051304,32100,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32099,1,3469,1,0,0,28388544,0
5600.3,Running,0,1879051304,32115,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32114,1,3475,1,0,0,28388544,0
5700.5,Running,0,1879051304,32130,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32129,1,3481,1,0,0,28388544,0
5800.4,Running,0,1879051304,32145,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32144,1,3487,1,0,0,28388544,0
5900.5,Running,0,1879051304,32160,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32159,1,3493,1,0,0,28388544,0
6000.4,Running,0,1879051304,32175,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32174,1,3499,1,0,0,28388544,0
6100.7,Running,0,1879051304,32189,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32188,1,3505,1,0,0,28388544,0
6200.7,Running,0,1879051304,32204,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32203,1,3511,1,0,0,28388544,0
6300.4,Running,0,1879051304,32219,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32218,1,3517,1,0,0,28388544,0
6400.6,Running,0,1879051304,32235,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32234,1,3523,1,0,0,28388544,0
6500.6,Running,0,1879051304,32250,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32249,1,3529,1,0,0,28388544,0
6600.6,Running,0,1879051304,32265,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32264,1,3535,1,0,0,28388544,0
6700.3,Running,0,1879051304,32280,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32279,1,3541,1,0,0,28388544,0
6800.4,Running,0,1879051304,32295,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32294,1,3547,1,0,0,28388544,0
6900.4,Running,0,1879051304,32310,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32309,1,3553,1,0,0,28388544,0
7000.5,Running,0,1879051304,32325,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32324,1,3559,1,0,0,28388544,0
7100.7,Running,0,1879051304,32340,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32339,1,3565,1,0,0,28388544,0
7200.4,Running,0,1879051304,32355,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32354,1,3571,1,0,0,28388544,0
7300.5,Running,0,1879051304,32371,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32370,1,3577,1,0,0,28388544,0
7400.8,Running,0,1879051304,32387,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32386,1,3583,1,0,0,28388544,0
7500.9,Running,0,1879051304,32402,0,1,0,38,25,38,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32401,1,3589,1,0,0,28388544,0
7600.4,Running,0,1879051304,32418,0,0,0,38,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,32418,0,3595,1,0,0,28388544,0
7701.0,Running,0,1879051304,32433,0,0,0,38,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,32433,0,3601,1,0,0,28388544,0
7800.8,Running,0,1879051304,32449,0,0,0,38,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,32449,0,3607,1,0,0,28388544,0
7900.8,Running,0,1879051304,32464,0,0,0,38,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,32464,0,3613,1,0,0,28388544,0
8000.7,Running,0,1879051304,32479,0,0,0,38,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,32479,0,3619,1,0,0,28388544,0
8100.6,Running,0,1879051304,32494,0,0,0,38,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,32494,0,3625,1,0,0,28388544,0
8200.9,Running,0,1879051304,32509,0,0,0,38,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,32509,0,3631,1,0,0,28388544,0
8300.6,Running,0,1879051304,32524,0,0,0,38,16,36,2,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32524,0,3636,1,0,0,28388544,0
8400.7,Running,0,1879051304,32539,0,0,0,38,16,36,1,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32539,0,3642,1,0,0,28388544,0
8500.8,Running,0,1879051304,32553,0,0,0,38,16,36,2,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32553,0,3648,1,0,0,28388544,0
8600.7,Running,0,1879051304,32563,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32563,0,3654,1,0,0,28388544,0
8700.8,Running,0,1879051304,32572,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32572,0,3660,1,0,0,28388544,0
8800.3,Running,0,1879051304,32582,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32582,0,3666,1,0,0,28388544,0
8900.7,Running,0,1879051304,32591,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32591,0,3672,1,0,0,28388544,0
9000.6,Running,0,1879051304,32600,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32600,0,3678,1,0,0,28388544,0
9100.7,Running,0,1879051304,32609,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32609,0,3684,1,0,0,28388544,0
9200.6,Running,0,1879051304,32618,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32618,0,3690,1,0,0,28388544,0
9300.5,Running,0,1879051304,32628,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32628,0,3696,1,0,0,28388544,0
9400.7,Running,0,1879051304,32637,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32637,0,3702,1,0,0,28388544,0
9500.6,Running,0,1879051304,32650,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32650,0,3708,1,0,0,28388544,0
9600.8,Running,0,1879051304,32665,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32665,0,3714,1,0,0,28388544,0
9700.6,Running,0,1879051304,32680,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32680,0,3720,1,0,0,28388544,0
9800.4,Running,0,1879051304,32695,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32695,0,3726,1,0,0,28388544,0
9900.6,Running,0,1879051304,32710,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32710,0,3732,1,0,0,28388544,0
10000.4,Running,0,1879051304,32726,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32726,0,3738,1,0,0,28388544,0
10100.6,Running,0,1879051304,32741,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32741,0,3744,1,0,0,28388544,0
10200.3,Running,0,1879051304,32756,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32756,0,3750,1,0,0,28388544,0
10300.8,Running,0,1879051304,32771,0,0,0,38,18,37,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32771,0,3756,1,0,0,28388544,0
10400.7,Running,0,1879051304,32787,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32787,0,3762,1,0,0,28388544,0
10500.8,Running,0,1879051304,32800,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32800,0,3768,1,0,0,28388544,0
10600.5,Running,0,1879051304,32810,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32810,0,3774,1,0,0,28388544,0
10700.6,Running,0,1879051304,32819,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32819,0,3780,1,0,0,28388544,0
10800.8,Running,0,1879051304,32828,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32828,0,3786,1,0,0,28388544,0
10900.4,Running,0,1879051304,32837,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32837,0,3792,1,0,0,28388544,0
11000.8,Running,0,1879051304,32847,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32847,0,3798,1,0,0,28388544,0
11100.9,Running,0,1879051304,32856,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32856,0,3804,1,0,0,28388544,0
11200.7,Running,0,1879051304,32865,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32865,0,3810,1,0,0,28388544,0
11300.7,Running,0,1879051304,32874,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32874,0,3816,1,0,0,28388544,0
11400.6,Running,0,1879051304,32884,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32884,0,3822,1,0,0,28388544,0
11500.6,Running,0,1879051304,32893,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32893,0,3828,1,0,0,28388544,0
11600.5,Running,0,1879051304,32904,0,0,0,38,18,37,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32904,0,3834,1,0,0,28388544,0
11700.6,Running,0,1879051304,32919,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32919,0,3840,1,0,0,28388544,0
11800.5,Running,0,1879051304,32935,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32935,0,3846,1,0,0,28388544,0
11900.4,Running,0,1879051304,32950,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32950,0,3852,1,0,0,28388544,0
12000.6,Running,0,1879051304,32965,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32965,0,3858,1,0,0,28388544,0
12100.6,Running,0,1879051304,32980,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32980,0,3864,1,0,0,28388544,0
12200.6,Running,0,1879051304,32995,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,32995,0,3870,1,0,0,28388544,0
12300.8,Running,0,1879051304,33010,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33010,0,3876,1,0,0,28388544,0
12400.5,Running,0,1879051304,33025,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33025,0,3882,1,0,0,28388544,0
12500.9,Running,0,1879051304,33040,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33040,0,3888,1,0,0,28388544,0
12600.8,Running,0,1879051304,33057,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33057,0,3894,1,0,0,28388544,0
12700.6,Running,0,1879051304,33073,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33073,0,3900,1,0,0,28388544,0
12800.5,Running,0,1879051304,33088,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33088,0,3906,1,0,0,28388544,0
12900.6,Running,0,1879051304,33103,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33103,0,3912,1,0,0,28388544,0
13000.6,Running,0,1879051304,33118,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33118,0,3918,1,0,0,28388544,0
13100.4,Running,0,1879051304,33133,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33133,0,3924,1,0,0,28388544,0
13200.6,Running,0,1879051304,33148,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33148,0,3930,1,0,0,28388544,0
13300.8,Running,0,1879051304,33163,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33163,0,3936,1,0,0,28388544,0
13400.7,Running,0,1879051304,33177,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33177,0,3942,1,0,0,28388544,0
13500.6,Running,0,1879051304,33192,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33192,0,3948,1,0,0,28388544,0
13600.4,Running,0,1879051304,33208,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33208,0,3954,1,0,0,28388544,0
13700.7,Running,0,1879051304,33222,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33222,0,3960,1,0,0,28388544,0
13800.7,Running,0,1879051304,33237,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33237,0,3966,1,0,0,28388544,0
13900.7,Running,0,1879051304,33254,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33254,0,3972,1,0,0,28388544,0
14000.7,Running,0,1879051304,33270,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33270,0,3978,1,0,0,28388544,0
14100.8,Running,0,1879051304,33285,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33285,0,3984,1,0,0,28388544,0
14200.9,Running,0,1879051304,33300,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33300,0,3990,1,0,0,28388544,0
14300.7,Running,0,1879051304,33315,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33315,0,3996,1,0,0,28388544,0
14400.9,Running,0,1879051304,33331,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33331,0,4002,1,0,0,28388544,0
14500.7,Running,0,1879051304,33346,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33346,0,4008,1,0,0,28388544,0
14600.5,Running,0,1879051304,33361,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33361,0,4014,1,0,0,28388544,0
14700.6,Running,0,1879051304,33376,0,0,0,38,18,37,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33376,0,4020,1,0,0,28388544,0
14800.5,Running,0,1879051304,33391,0,0,0,38,25,38,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,33391,0,4026,1,0,0,28388544,0
