t_ms,status,w6tick,wbusy,wdisp,wexit,wtid,savepri,savetid,crinest,svmnest,d5fn,d5arg,g688,g674,tshook,tsflag,sl0,sl1,sl2,sl3,sl4,sl5,sl6,sl7,h40,h44,h48,h4c,h92,d6n,d6in,d5n,boost,g36,done,cur,gamemode
16700.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16800.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16900.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17000.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17100.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17200.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17300.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17400.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17500.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17600.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17700.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17800.8,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17900.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18000.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18100.4,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18200.9,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18300.4,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18400.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18500.4,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18600.8,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18700.8,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18800.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18900.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19000.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19100.4,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19200.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19300.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19400.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19500.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19600.3,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19700.8,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19800.8,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19900.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000.9,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20100.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200.4,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20300.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20400.9,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20500.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20600.9,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20700.4,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20800.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20900.4,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000.4,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21100.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21201.0,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21300.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21400.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21500.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21600.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21700.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21800.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21901.2,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22000.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22100.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22300.9,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22400.8,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22500.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22600.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22700.4,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22800.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22900.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23100.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23200.7,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23300.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23400.5,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23500.6,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23600.8,Running,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23700.7,Running,3,0,0,0,6,18,5,1,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,2,3,0,3,0,3,1,0,0,28388544,0
23800.9,Running,9,0,0,0,6,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,2,3,0,9,0,10,1,0,0,28388544,0
23900.7,Running,15,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,15,0,15,1,0,0,28388544,0
24000.4,Running,21,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,21,0,21,1,0,0,28388544,0
24100.5,Running,27,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,27,0,27,1,0,0,28388544,0
24200.6,Running,33,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,33,0,33,1,0,0,28388544,0
24300.7,Running,39,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,39,0,39,1,0,0,28388544,0
24400.6,Running,48,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,48,0,45,1,0,0,28388544,0
24500.4,Running,65,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,65,0,51,1,0,0,28388544,0
24600.4,Running,81,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,81,0,57,1,0,0,28388544,0
24700.9,Running,98,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,98,0,63,1,0,0,28388544,0
24800.8,Running,114,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,114,0,69,1,0,0,28388544,0
24900.5,Running,129,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,129,0,75,1,0,0,28388544,0
25000.6,Running,144,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,144,0,81,1,0,0,28388544,0
25100.4,Running,160,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,160,0,87,1,0,0,28388544,0
25201.0,Running,174,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,174,0,93,1,0,0,28388544,0
25300.5,Running,189,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,189,0,99,1,0,0,28388544,0
25400.5,Running,204,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,204,0,105,1,0,0,28388544,0
25500.8,Running,219,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,219,0,111,1,0,0,28388544,0
25600.7,Running,234,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,234,0,117,1,0,0,28388544,0
25700.7,Running,249,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,249,0,123,1,0,0,28388544,0
25800.4,Running,263,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,263,0,129,1,0,0,28388544,0
25900.7,Running,278,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,278,0,135,1,0,0,28388544,0
26000.5,Running,294,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,294,0,141,1,0,0,28388544,0
26100.6,Running,308,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,308,0,147,1,0,0,28388544,0
26200.5,Running,323,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,323,0,153,1,0,0,28388544,0
26300.8,Running,338,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,338,0,159,1,0,0,28388544,0
26400.6,Running,353,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,353,0,165,1,0,0,28388544,0
26500.4,Running,368,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,368,0,171,1,0,0,28388544,0
26600.6,Running,383,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,383,0,177,1,0,0,28388544,0
26700.5,Running,397,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,397,0,183,1,0,0,28388544,0
26800.5,Running,412,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,412,0,189,1,0,0,28388544,0
26900.4,Running,428,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,428,0,195,1,0,0,28388544,0
27000.5,Running,442,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,442,0,201,1,0,0,28388544,0
27100.5,Running,457,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,457,0,207,1,0,0,28388544,0
27200.4,Running,472,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,472,0,213,1,0,0,28388544,0
27300.9,Running,487,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,487,0,219,1,0,0,28388544,0
27400.5,Running,500,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,500,0,225,1,0,0,28388544,0
27500.8,Running,512,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,512,0,231,1,0,0,28388544,0
27600.6,Running,524,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,524,0,237,1,0,0,28388544,0
27700.5,Running,536,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,536,0,243,1,0,0,28388544,0
27800.5,Running,547,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,547,0,249,1,0,0,28388544,0
27900.8,Running,553,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,553,0,255,1,0,0,28388544,0
28000.9,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
28100.6,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
28200.9,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
28300.5,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
28400.4,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
28500.5,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
28600.7,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
28700.9,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
28800.5,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
28900.6,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29000.7,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29100.9,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29200.5,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29300.9,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29400.6,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29500.3,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29600.7,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29700.9,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29800.4,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
29900.6,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30000.6,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30100.7,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30200.6,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30300.6,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30400.5,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30501.0,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30600.4,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30700.4,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30800.5,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
30900.6,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
31000.7,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
31100.3,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
31200.7,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
31301.6,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
31400.9,Running,558,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,558,0,0,1,0,0,28388544,0
31500.7,Running,563,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,563,0,5,1,0,0,28388544,0
31600.9,Running,569,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,569,0,11,1,0,0,28388544,0
31700.8,Running,575,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,575,0,17,1,0,0,28388544,0
31800.5,Running,581,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,581,0,23,1,0,0,28388544,0
31900.8,Running,587,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,587,0,29,1,0,0,28388544,0
32000.7,Running,593,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,593,0,35,1,0,0,28388544,0
32101.0,Running,600,0,1,0,10,25,10,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,2,3,0,599,1,41,1,0,0,28388544,0
32200.5,Running,614,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,614,0,47,1,0,0,28388544,0
32300.4,Running,630,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,630,0,53,1,0,0,28388544,0
32400.6,Running,646,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,646,0,59,1,0,0,28388544,0
32500.9,Running,663,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,663,0,65,1,0,0,28388544,0
32600.5,Running,678,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,678,0,71,1,0,0,28388544,0
32700.6,Running,693,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,693,0,77,1,0,0,28388544,0
32800.7,Running,708,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,708,0,83,1,0,0,28388544,0
32900.7,Running,723,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,723,0,89,1,0,0,28388544,0
33000.5,Running,738,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,738,0,95,1,0,0,28388544,0
33100.5,Running,753,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,753,0,101,1,0,0,28388544,0
