t_ms,status,unreadable,w6tick,wbusy,wdisp,wexit,wtid,savepri,savetid,crinest,svmnest,d5fn,d5arg,g688,g674,tshook,tsflag,sl0,sl1,sl2,sl3,sl4,sl5,sl6,sl7,h40,h44,h48,h4c,h92,d6n,d6in,d5n,boost,g36,done,cur,gamemode
16100.8,Running,0,6,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,6,0,6,1,0,0,28388544,0
16200.4,Running,0,12,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,12,0,12,1,0,0,28388544,0
16300.8,Running,0,18,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,18,0,18,1,0,0,28388544,0
16400.9,Running,0,24,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,24,0,24,1,0,0,28388544,0
16500.8,Running,0,30,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,30,0,30,1,0,0,28388544,0
16600.8,Running,0,36,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,36,0,36,1,0,0,28388544,0
16700.7,Running,0,42,0,1,0,6,25,6,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,1,2,3,0,41,1,42,1,0,0,28388544,0
16800.8,Running,0,57,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,57,0,48,1,0,0,28388544,0
16900.7,Running,0,73,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,73,0,54,1,0,0,28388544,0
17000.5,Running,0,89,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,89,0,60,1,0,0,28388544,0
17100.4,Running,0,106,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,106,0,66,1,0,0,28388544,0
17200.8,Running,0,122,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,122,0,72,1,0,0,28388544,0
17300.8,Running,0,137,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,137,0,78,1,0,0,28388544,0
17400.9,Running,0,152,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,152,0,84,1,0,0,28388544,0
17500.6,Running,0,167,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,167,0,90,1,0,0,28388544,0
17600.8,Running,0,182,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,182,0,96,1,0,0,28388544,0
17700.5,Running,0,196,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,196,0,102,1,0,0,28388544,0
17800.5,Running,0,211,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,211,0,108,1,0,0,28388544,0
17900.9,Running,0,227,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,227,0,114,1,0,0,28388544,0
18000.8,Running,0,241,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,241,0,120,1,0,0,28388544,0
18100.5,Running,0,256,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,256,0,126,1,0,0,28388544,0
18200.6,Running,0,271,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,271,0,132,1,0,0,28388544,0
18301.5,Running,0,286,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,286,0,138,1,0,0,28388544,0
18400.6,Running,0,301,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,301,0,144,1,0,0,28388544,0
18500.7,Running,0,316,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,316,0,150,1,0,0,28388544,0
18600.3,Running,0,330,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,330,0,156,1,0,0,28388544,0
18700.7,Running,0,345,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,345,0,162,1,0,0,28388544,0
18800.8,Running,0,361,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,361,0,168,1,0,0,28388544,0
18900.7,Running,0,375,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,375,0,174,1,0,0,28388544,0
19000.4,Running,0,390,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,390,0,180,1,0,0,28388544,0
19100.7,Running,0,405,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,405,0,186,1,0,0,28388544,0
19200.4,Running,0,420,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,420,0,192,1,0,0,28388544,0
19300.4,Running,0,435,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,435,0,198,1,0,0,28388544,0
19400.7,Running,0,450,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,450,0,204,1,0,0,28388544,0
19500.5,Running,0,464,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,464,0,210,1,0,0,28388544,0
19600.8,Running,0,479,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,479,0,216,1,0,0,28388544,0
19700.5,Running,0,493,0,1,0,6,25,6,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,492,1,222,1,0,0,28388544,0
19800.6,Running,0,506,0,1,0,6,25,6,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,505,1,228,1,0,0,28388544,0
19900.5,Running,0,516,0,0,0,6,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,516,0,234,1,0,0,28388544,0
20000.9,Running,0,528,0,0,0,6,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,528,0,240,1,0,0,28388544,0
20100.4,Running,0,540,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,540,0,245,1,0,0,28388544,0
20200.4,Running,0,548,0,0,0,6,25,6,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,548,0,251,1,0,0,28388544,0
20301.0,Running,0,554,0,0,0,6,18,5,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,4,4,0,554,0,257,1,0,0,28388544,0
20401.0,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
20500.5,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
20601.0,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
20700.7,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
20800.4,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
20900.8,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21000.3,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21100.3,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21200.6,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21300.8,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21400.4,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21500.6,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21600.6,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21700.8,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21800.5,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
21900.3,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22000.6,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22100.7,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22200.5,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22300.8,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22400.5,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22500.7,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22600.5,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22700.7,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22800.8,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
22900.9,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
23000.7,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
23100.4,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
23200.8,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
23300.8,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
23400.5,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
23500.4,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
23600.5,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
23700.5,Running,0,557,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,557,0,0,1,0,0,28388544,0
23800.7,Running,0,559,0,0,0,10,24,1,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,1,3,0,559,0,1,1,0,0,28388544,0
23900.5,Running,0,564,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,564,0,7,1,0,0,28388544,0
24000.7,Running,0,570,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,570,0,13,1,0,0,28388544,0
24100.4,Running,0,576,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,576,0,19,1,0,0,28388544,0
24200.3,Running,0,582,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,582,0,25,1,0,0,28388544,0
24300.6,Running,0,588,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,588,0,31,1,0,0,28388544,0
24400.8,Running,0,594,0,0,0,10,18,9,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,594,0,37,1,0,0,28388544,0
24500.6,Running,0,602,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,2,3,0,602,0,43,1,0,0,28388544,0
24600.5,Running,0,618,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,618,0,49,1,0,0,28388544,0
24700.7,Running,0,634,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,634,0,55,1,0,0,28388544,0
24800.6,Running,0,651,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,651,0,61,1,0,0,28388544,0
24900.6,Running,0,667,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,667,0,67,1,0,0,28388544,0
25000.3,Running,0,684,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,684,0,73,1,0,0,28388544,0
25100.9,Running,0,699,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,699,0,79,1,0,0,28388544,0
25200.4,Running,0,715,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,715,0,85,1,0,0,28388544,0
25300.6,Running,0,730,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,730,0,91,1,0,0,28388544,0
25400.5,Running,0,745,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,745,0,97,1,0,0,28388544,0
25500.6,Running,0,760,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,760,0,103,1,0,0,28388544,0
25600.4,Running,0,775,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,775,0,109,1,0,0,28388544,0
25700.4,Running,0,790,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,790,0,115,1,0,0,28388544,0
25800.7,Running,0,805,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,805,0,121,1,0,0,28388544,0
25900.5,Running,0,820,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,820,0,127,1,0,0,28388544,0
26001.1,Running,0,833,0,1,0,10,25,10,0,1,1396648,4970448,0,1,0,1,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,832,1,133,1,0,0,28388544,0
26100.4,Running,0,851,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,851,0,139,1,0,0,28388544,0
26200.7,Running,0,866,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,866,0,145,1,0,0,28388544,0
26300.6,Running,0,881,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,881,0,151,1,0,0,28388544,0
26400.7,Running,0,896,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,896,0,157,1,0,0,28388544,0
26500.5,Running,0,912,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,912,0,163,1,0,0,28388544,0
26600.6,Running,0,927,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,927,0,169,1,0,0,28388544,0
26700.4,Running,0,940,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,940,0,175,1,0,0,28388544,0
26800.8,Running,0,955,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,955,0,181,1,0,0,28388544,0
26900.9,Running,0,970,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,970,0,187,1,0,0,28388544,0
27000.6,Running,0,982,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,982,0,193,1,0,0,28388544,0
27100.8,Running,0,998,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,998,0,199,1,0,0,28388544,0
27200.9,Running,0,1013,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1013,0,205,1,0,0,28388544,0
27300.8,Running,0,1028,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1028,0,211,1,0,0,28388544,0
27400.8,Running,0,1044,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1044,0,217,1,0,0,28388544,0
27500.4,Running,0,1059,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1059,0,223,1,0,0,28388544,0
27600.4,Running,0,1074,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1074,0,229,1,0,0,28388544,0
27700.6,Running,0,1089,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1089,0,235,1,0,0,28388544,0
27800.5,Running,0,1104,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1104,0,241,1,0,0,28388544,0
27900.6,Running,0,1120,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1120,0,247,1,0,0,28388544,0
28000.4,Running,0,1135,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1135,0,253,1,0,0,28388544,0
28100.6,Running,0,1150,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1150,0,259,1,0,0,28388544,0
28200.5,Running,0,1165,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1165,0,265,1,0,0,28388544,0
28300.7,Running,0,1180,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1180,0,271,1,0,0,28388544,0
28400.8,Running,0,1195,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1195,0,277,1,0,0,28388544,0
28500.5,Running,0,1211,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1211,0,283,1,0,0,28388544,0
28600.5,Running,0,1226,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1226,0,289,1,0,0,28388544,0
28700.8,Running,0,1241,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1241,0,295,1,0,0,28388544,0
28800.8,Running,0,1256,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1256,0,301,1,0,0,28388544,0
28900.3,Running,0,1265,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1265,0,307,1,0,0,28388544,0
29000.8,Running,0,1271,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1271,0,313,1,0,0,28388544,0
29100.8,Running,0,1277,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1277,0,319,1,0,0,28388544,0
29200.8,Running,0,1283,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1283,0,325,1,0,0,28388544,0
29300.8,Running,0,1289,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1289,0,331,1,0,0,28388544,0
29400.5,Running,0,1295,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1295,0,337,1,0,0,28388544,0
29500.7,Running,0,1301,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1301,0,343,1,0,0,28388544,0
29600.5,Running,0,1307,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,0,4,4,0,1307,0,349,1,0,0,28388544,0
29700.5,Running,0,1313,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,6,6,0,1313,0,355,1,0,0,28388544,0
29800.3,Running,0,1319,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,6,6,0,1319,0,361,1,0,0,28388544,0
29900.7,Running,0,1325,0,0,0,10,25,10,0,1,1396648,4970448,0,1,0,0,28388544,0,0,0,0,0,0,0,16384,1,6,6,0,1325,0,367,1,0,0,28388544,0
30000.8,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
30100.8,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
30200.6,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
30300.4,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
30400.8,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
30500.8,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
30600.7,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
30700.5,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
30800.7,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
30900.7,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
31000.8,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
31100.4,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
31200.7,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
31300.4,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
31400.4,Running,0,1328,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16384,1,0,0,0,1328,0,0,1,0,0,28388544,0
