name,start,end,size
sub_1778D0,0x001778d0,0x00177918,0x48
sub_177918,0x00177918,0x00177988,0x70
rpc_call_async,0x00177988,0x00177a08,0x80
mem_sub_7a08,0x00177a08,0x00177a88,0x80
noop_wrapper_l_3,0x00177a88,0x00177aa4,0x1c
table_entry_get_b,0x00177ab8,0x00177ad0,0x18
pass_identity_b,0x00177ad0,0x00177aec,0x1c
get_data_ptr_d_0,0x00177af0,0x00177afc,0xc
sub_177B00,0x00177b00,0x00177d80,0x280
wrap_sub_175850,0x00177d80,0x00177db4,0x34
sub_177DE8,0x00177de8,0x00177e60,0x78
sub_177E60,0x00177e60,0x00177eac,0x4c
sub_177EB0,0x00177eb0,0x00177fe4,0x134
noop_wrapper_m,0x00177fe8,0x00178024,0x3c
noop_wrapper___,0x00178028,0x00178064,0x3c
sub_178068,0x00178068,0x001781b0,0x148
cache_writeback_range,0x001781b0,0x0017825c,0xac
state_sub_c240_clone_06,0x00178260,0x001783fc,0x19c
noop_wrapper___,0x00178400,0x00178424,0x24
sub_178428,0x00178428,0x001784d0,0xa8
obj_set_field_pair___,0x001784d0,0x001784ec,0x1c
sub_1784F0,0x001784f0,0x00178520,0x30
wrap_sub_178520,0x00178520,0x00178560,0x40
sub_178560,0x00178560,0x0017862c,0xcc
sub_178630,0x00178630,0x00178670,0x40
sub_178670,0x00178670,0x00178740,0xd0
mem_fill_z_17,0x00178740,0x001788a4,0x164
sub_1788A8,0x001788a8,0x001788f4,0x4c
noop_wrapper___,0x001788f8,0x00178938,0x40
sub_178938,0x00178938,0x00178a04,0xcc
mem_fill_z_18,0x00178a08,0x00178b54,0x14c
rpc_call,0x00178be8,0x00178de8,0x200
rpc_handle_valid,0x00178de8,0x00178e24,0x3c
sub_178E28,0x00178e28,0x00178ebc,0x94
mem_fill_i,0x00178ec0,0x00178f90,0xd0
sub_178F90,0x00178f90,0x00179024,0x94
sub_179028,0x00179028,0x001790b8,0x90
obj_set_fields___,0x001790b8,0x00179110,0x58
sub_179110,0x00179110,0x001792d4,0x1c4
noop_wrapper___,0x001792d8,0x00179318,0x40
noop_wrapper_m_3,0x00179318,0x00179388,0x70
sub_179388,0x00179388,0x00179404,0x7c
sub_179408,0x00179408,0x00179490,0x88
noop_sub_9490,0x00179490,0x0017957c,0xec
sub_179580,0x00179580,0x001795ec,0x6c
mem_fill_z_19,0x001795f0,0x001799a4,0x3b4
noop_wrapper_z_87,0x001799a8,0x001799fc,0x54
noop_sub_9a00,0x00179a00,0x00179a2c,0x2c
sema_signal,0x00179a30,0x00179a3c,0xc
sub_179A40,0x00179a40,0x00179ae0,0xa0
sub_179AE0,0x00179ae0,0x00179b24,0x44
sub_179B28,0x00179b28,0x00179d30,0x208
wrap_mem_compare_n_c_0,0x00179d30,0x00179dbc,0x8c
wrap_mem_set_t,0x00179dc0,0x00179df4,0x34
sub_179DF8,0x00179df8,0x00179f38,0x140
sub_179F38,0x00179f38,0x0017a028,0xf0
sub_17A028,0x0017a028,0x0017a2b8,0x290
noop_sub_a2b8,0x0017a2b8,0x0017a430,0x178
sub_17A430,0x0017a430,0x0017a66c,0x23c
sub_17A670,0x0017a670,0x0017a8dc,0x26c
sub_17A8E0,0x0017a8e0,0x0017aba0,0x2c0
mem_fill_z_20,0x0017aba0,0x0017af28,0x388
sub_17AF28,0x0017af28,0x0017b110,0x1e8
noop_sub_b110,0x0017b110,0x0017b2c0,0x1b0
noop_wrapper___,0x0017b2c0,0x0017b2dc,0x1c
sub_17B2E0,0x0017b2e0,0x0017b498,0x1b8
noop_wrapper___,0x0017b498,0x0017b4b4,0x1c
sub_17B4B8,0x0017b4b8,0x0017b738,0x280
sub_17B738,0x0017b738,0x0017b864,0x12c
noop_wrapper___,0x0017b868,0x0017b884,0x1c
sub_17B888,0x0017b888,0x0017b950,0xc8
sub_17B950,0x0017b950,0x0017bab4,0x164
mem_fill_z_21_0,0x0017bab8,0x0017bc0c,0x154
sub_17BC10,0x0017bc10,0x0017bdc4,0x1b4
sub_17BDC8,0x0017bdc8,0x0017c014,0x24c
sub_17C018,0x0017c018,0x0017c220,0x208
noop_wrapper___,0x0017c220,0x0017c23c,0x1c
sub_17C240,0x0017c240,0x0017c3ec,0x1ac
sub_17C3F0,0x0017c3f0,0x0017c670,0x280
noop_wrapper___,0x0017c670,0x0017c68c,0x1c
sub_17C690,0x0017c690,0x0017c8cc,0x23c
sub_17CB78,0x0017cb78,0x0017cd70,0x1f8
sub_17CD70,0x0017cd70,0x0017cf50,0x1e0
sub_17CF50,0x0017cf50,0x0017cfd8,0x88
sub_17CFD8,0x0017cfd8,0x0017d048,0x70
sub_17D048,0x0017d048,0x0017d0c8,0x80
sub_17D0C8,0x0017d0c8,0x0017d140,0x78
noop_wrapper___,0x0017d140,0x0017d15c,0x1c
sub_17D160,0x0017d160,0x0017d250,0xf0
wrap_rpc_call,0x0017d250,0x0017d2c0,0x70
wrap_rpc_call_b,0x0017d2c0,0x0017d330,0x70
wrap_rpc_call_c,0x0017d330,0x0017d3a0,0x70
sub_17D3A0,0x0017d3a0,0x0017d41c,0x7c
sub_17D420,0x0017d420,0x0017d49c,0x7c
noop_sub_d4a0,0x0017d4a0,0x0017d5a0,0x100
noop_sub_d5a0,0x0017d5a0,0x0017d62c,0x8c
wrap_mem_set_u,0x0017d630,0x0017d668,0x38
noop_sub_d668,0x0017d668,0x0017d870,0x208
sub_17D870,0x0017d870,0x0017da78,0x208
sub_17DA78,0x0017da78,0x0017db08,0x90
sub_17DB08,0x0017db08,0x0017dba8,0xa0
sub_17DBA8,0x0017dba8,0x0017dc38,0x90
noop_wrapper___,0x0017dc38,0x0017dc54,0x1c
noop_wrapper___,0x0017dc58,0x0017dc74,0x1c
noop_sub_dc78,0x0017dc78,0x0017de9c,0x224
noop_wrapper___,0x0017dea0,0x0017dec0,0x20
noop_wrapper___,0x0017dec0,0x0017dedc,0x1c
sub_17DEE0,0x0017dee0,0x0017dfe4,0x104
noop_wrapper___,0x0017dfe8,0x0017e004,0x1c
sub_17E008,0x0017e008,0x0017e030,0x28
sub_17E030,0x0017e030,0x0017e11c,0xec
sub_17E120,0x0017e120,0x0017e1fc,0xdc
sub_17E200,0x0017e200,0x0017e354,0x154
flags_test_mask,0x0017e358,0x0017e380,0x28
sub_17E380,0x0017e380,0x0017e3d0,0x50
str_copy_n_h,0x0017e3d0,0x0017e4e0,0x110
sub_17E4E0,0x0017e4e0,0x0017e540,0x60
sub_17E540,0x0017e540,0x0017e5c4,0x84
syscall_stub_z_30,0x0017e5c8,0x0017e5d8,0x10
sub_17E5D8,0x0017e5d8,0x0017e610,0x38
syscall_stub_z_31,0x0017e610,0x0017e620,0x10
syscall_stub_z_32,0x0017e620,0x0017e630,0x10
sub_17E630,0x0017e630,0x0017e6f4,0xc4
syscall_stub_z_33,0x0017e718,0x0017e728,0x10
wrap_syscall_stub_z_33,0x0017e728,0x0017e758,0x30
wrap_syscall_stub_z_28,0x0017e7b8,0x0017e7f8,0x40
sub_17E7F8,0x0017e7f8,0x0017e9ec,0x1f4
sub_17EB00,0x0017eb00,0x0017ec34,0x134
sub_17ED3C,0x0017ed3c,0x0017ed5c,0x20
cpu_disable_interrupts,0x0017ed60,0x0017edb0,0x50
cpu_enable_interrupts,0x0017edb0,0x0017edc8,0x18
noop_wrapper_n_2,0x0017edc8,0x0017ee28,0x60
get_global_var_z_10,0x0017ee28,0x0017ee34,0xc
syscall_stub_z_34,0x0017ee38,0x0017ee48,0x10
syscall_stub_z_35,0x0017eec0,0x0017eed0,0x10
noop_wrapper___,0x0017eed0,0x0017ef04,0x34
sub_17EF08,0x0017ef08,0x0017f004,0xfc
syscall_stub_z_36,0x0017f008,0x0017f018,0x10
sub_17F018,0x0017f018,0x0017f06c,0x54
syscall_stub_z_37,0x0017f070,0x0017f080,0x10
syscall_stub_z_38,0x0017f080,0x0017f090,0x10
sub_17F090,0x0017f090,0x0017f0c8,0x38
syscall_stub_z_39,0x0017f0c8,0x0017f0d8,0x10
wrap_syscall_stub_z_13_0,0x0017f0d8,0x0017f140,0x68
sub_17F140,0x0017f140,0x0017f1ec,0xac
syscall_stub_z_40,0x0017f1f0,0x0017f200,0x10
sub_17F200,0x0017f200,0x0017f230,0x30
syscall_stub_z_41,0x0017f230,0x0017f240,0x10
sub_17F240,0x0017f240,0x0017f358,0x118
noop_wrapper_z_88,0x0017f358,0x0017f360,0x8
wrap_noop_wrapper_z_88,0x0017f360,0x0017f3d0,0x70
wrap_noop_wrapper_z_88_b,0x0017f3d0,0x0017f418,0x48
wrap_noop_wrapper_z_88_c,0x0017f418,0x0017f440,0x28
wrap_noop_wrapper_z_88_d,0x0017f440,0x0017f48c,0x4c
syscall_stub_z_42,0x0017f490,0x0017f4a0,0x10
syscall_stub_z_43,0x0017f4a0,0x0017f4b0,0x10
sub_17F4B0,0x0017f4b0,0x0017f4e8,0x38
syscall_stub_z_44,0x0017f4e8,0x0017f4f8,0x10
sub_17F4F8,0x0017f4f8,0x0017f5cc,0xd4
noop_z_0,0x0017f638,0x0017f640,0x8
noop_wrapper___,0x0017f640,0x0017f650,0x10
noop_wrapper_n,0x0017f650,0x0017f660,0x10
noop_wrapper___,0x0017f660,0x0017f670,0x10
sub_17F670,0x0017f670,0x0017f7c4,0x154
sub_17F7C8,0x0017f7c8,0x0017f880,0xb8
sub_17F8B0,0x0017f8b0,0x0017f940,0x90
sub_17F940,0x0017f940,0x0017f9bc,0x7c
sub_17F9C0,0x0017f9c0,0x0017fb50,0x190
sub_17FB50,0x0017fb50,0x0017fbd4,0x84
sub_17FBD8,0x0017fbd8,0x0017fc10,0x38
sub_17FC10,0x0017fc10,0x0017feb4,0x2a4
sub_17FEB8,0x0017feb8,0x0017ff04,0x4c
sub_17FF08,0x0017ff08,0x0017ff84,0x7c
obj_set_fields_t_1,0x0017ff88,0x0017fff8,0x70
sub_17FFF8,0x0017fff8,0x00180040,0x48
sub_180040,0x00180040,0x001800e0,0xa0
sub_1800E0,0x001800e0,0x0018012c,0x4c
sub_180130,0x00180130,0x00180180,0x50
sub_180180,0x00180180,0x001801dc,0x5c
sub_1801E0,0x001801e0,0x0018028c,0xac
sub_180290,0x00180290,0x001802dc,0x4c
sub_1802E0,0x001802e0,0x001803a4,0xc4
sub_1803A8,0x001803a8,0x001803f4,0x4c
sub_1803F8,0x001803f8,0x001804c4,0xcc
sub_1804C8,0x001804c8,0x00180510,0x48
sub_180510,0x00180510,0x0018055c,0x4c
sub_180560,0x00180560,0x001805cc,0x6c
sub_1805D0,0x001805d0,0x0018061c,0x4c
sub_180620,0x00180620,0x00180714,0xf4
sub_180718,0x00180718,0x00180794,0x7c
noop_wrapper___,0x00180840,0x001808b0,0x70
sub_1808B0,0x001808b0,0x00180904,0x54
obj_sub_1f90_clone_01,0x00180940,0x0018098c,0x4c
sub_180990,0x00180990,0x001809ec,0x5c
sub_1809F0,0x001809f0,0x00180b1c,0x12c
sub_180B20,0x00180b20,0x00180c10,0xf0
sub_180C10,0x00180c10,0x00180cb8,0xa8
sub_180CB8,0x00180cb8,0x00180d30,0x78
sub_180D58,0x00180d58,0x00180dd4,0x7c
mem_fill_z_21,0x00180dd8,0x00180e90,0xb8
sub_180EE8,0x00180ee8,0x00180f90,0xa8
str_sub_f6e8_clone_01,0x00180f90,0x001812cc,0x33c
sub_1812D0,0x001812d0,0x001816ec,0x41c
sub_1816F0,0x001816f0,0x00181ca8,0x5b8
sub_181CA8,0x00181ca8,0x001820cc,0x424
sub_1820D0,0x001820d0,0x00182470,0x3a0
sub_182470,0x00182470,0x00182650,0x1e0
sub_182650,0x00182650,0x00182820,0x1d0
sub_182B00,0x00182b00,0x00182eb0,0x3b0
sub_182EB0,0x00182eb0,0x00182f7c,0xcc
sub_182F80,0x00182f80,0x00183254,0x2d4
mem_fill_z_22,0x00183258,0x00183da4,0xb4c
sub_183DA8,0x00183da8,0x00183fe0,0x238
sub_183FE0,0x00183fe0,0x00184130,0x150
mem_fill_z_23,0x00184130,0x00184994,0x864
sub_184998,0x00184998,0x00184a9c,0x104
sub_184AA0,0x00184aa0,0x00184d24,0x284
sub_184D28,0x00184d28,0x001851f0,0x4c8
obj_set_flag_d,0x001851f0,0x00185234,0x44
abs_float,0x00185238,0x0018526c,0x34
sub_185270,0x00185270,0x00185484,0x214
wrap_sub_185488,0x00185488,0x001854d0,0x48
abs_float_0,0x001854d0,0x0018550c,0x3c
str_sub_f6e8_clone_02,0x00185510,0x001856f4,0x1e4
sub_1856F8,0x001856f8,0x0018582c,0x134
sub_185830,0x00185830,0x00185abc,0x28c
singleton_sub_5ac0,0x00185ac0,0x00185b98,0xd8
obj_set_flag_e,0x00185b98,0x00185bd4,0x3c
math_acos_f,0x00185bd8,0x00185cac,0xd4
math_fabs,0x00185cb0,0x00185cd8,0x28
singleton_sub_5ac0_clone_01,0x00185cd8,0x00185db0,0xd8
sub_185DB0,0x00185db0,0x00185e78,0xc8
math_asin_f,0x00185e78,0x00185f60,0xe8
sub_185F60,0x00185f60,0x00185fd8,0x78
noop_wrapper___,0x00185fd8,0x00185fec,0x14
noop_wrapper___,0x00185ff0,0x00186004,0x14
noop_wrapper_o,0x00186008,0x0018601c,0x14
noop_wrapper___,0x00186020,0x00186034,0x14
math_atan2_f,0x00186038,0x0018604c,0x14
sub_186050,0x00186050,0x00186064,0x14
noop_wrapper___,0x00186068,0x0018607c,0x14
noop_wrapper___,0x00186080,0x00186094,0x14
sub_186098,0x00186098,0x00186100,0x68
sub_186100,0x00186100,0x001861a0,0xa0
sub_1861A0,0x001861a0,0x00186270,0xd0
sub_186270,0x00186270,0x0018630c,0x9c
sub_1863C8,0x001863c8,0x001864ac,0xe4
sub_1864B0,0x001864b0,0x00186550,0xa0
sub_186550,0x00186550,0x001865d0,0x80
HankakuToZenkaku_clone_02,0x001865d0,0x00186624,0x54
sub_186628,0x00186628,0x001866a0,0x78
sub_1866A0,0x001866a0,0x0018699c,0x2fc
noop_wrapper___,0x001869a0,0x001869bc,0x1c
sub_1869C0,0x001869c0,0x00186b18,0x158
sub_186B18,0x00186b18,0x00186bb0,0x98
sub_186BB0,0x00186bb0,0x00186c50,0xa0
sub_186C50,0x00186c50,0x00186cbc,0x6c
sub_186CC0,0x00186cc0,0x00186e18,0x158
sub_186EC8,0x00186ec8,0x001871b0,0x2e8
sub_1871B0,0x001871b0,0x001873c8,0x218
sub_1873C8,0x001873c8,0x001875e8,0x220
sub_1875E8,0x001875e8,0x001877c8,0x1e0
sub_1877C8,0x001877c8,0x00187894,0xcc
sub_187898,0x00187898,0x00187930,0x98
sub_187930,0x00187930,0x001879e8,0xb8
sub_1879E8,0x001879e8,0x00187aa0,0xb8
sub_187AA0,0x00187aa0,0x00187b70,0xd0
wrap_rpc_call_async,0x00187b70,0x00187b94,0x24
sub_187B98,0x00187b98,0x00187c54,0xbc
sub_187C58,0x00187c58,0x00187d98,0x140
event_entry_set_clone_05,0x00187d98,0x00187de0,0x48
sub_187DE0,0x00187de0,0x00187ed4,0xf4
sub_187ED8,0x00187ed8,0x00187f68,0x90
sub_187F68,0x00187f68,0x0018807c,0x114
sub_188080,0x00188080,0x00188264,0x1e4
mem_fill_z_24,0x00188320,0x00188478,0x158
sub_1884D0,0x001884d0,0x00188544,0x74
sub_188548,0x00188548,0x001885c0,0x78
sub_1885F8,0x001885f8,0x001886ac,0xb4
sub_1886B0,0x001886b0,0x00188708,0x58
sub_188970,0x00188970,0x00188aa4,0x134
sub_188AA8,0x00188aa8,0x00188b5c,0xb4
sub_188B60,0x00188b60,0x00188c28,0xc8
sub_188C28,0x00188c28,0x00188d00,0xd8
sub_188D00,0x00188d00,0x00188db0,0xb0
sub_188DB0,0x00188db0,0x00188e60,0xb0
sub_188E60,0x00188e60,0x00188ebc,0x5c
noop_wrapper___,0x00188ec0,0x00188f14,0x54
sub_188F70,0x00188f70,0x0018903c,0xcc
wrap_rpc_call_d,0x00189040,0x001890a4,0x64
sub_1890A8,0x001890a8,0x00189110,0x68
wrap_rpc_call_e,0x00189110,0x00189174,0x64
sub_189178,0x00189178,0x001891e0,0x68
sub_1891E0,0x001891e0,0x00189304,0x124
sub_189318,0x00189318,0x00189540,0x228
sub_189540,0x00189540,0x00189598,0x58
noop_wrapper_z_89,0x00189598,0x001895a4,0xc
sub_1895A8,0x001895a8,0x00189664,0xbc
sub_189668,0x00189668,0x00189728,0xc0
sub_189728,0x00189728,0x00189850,0x128
noop_wrapper___,0x00189850,0x00189884,0x34
sub_189888,0x00189888,0x00189944,0xbc
sub_189948,0x00189948,0x00189a28,0xe0
obj_set_fields___08,0x00189a28,0x00189ad8,0xb0
sub_189AD8,0x00189ad8,0x00189bec,0x114
sub_189BF0,0x00189bf0,0x00189d68,0x178
sub_189D68,0x00189d68,0x00189e2c,0xc4
sub_189E30,0x00189e30,0x00189e88,0x58
sub_189E88,0x00189e88,0x0018a004,0x17c
sub_18A008,0x0018a008,0x0018a078,0x70
sub_18A078,0x0018a078,0x0018a1c4,0x14c
wrap_pool_entry_pop_b_clone_01,0x0018a1c8,0x0018a254,0x8c
sub_18A258,0x0018a258,0x0018a398,0x140
sub_18A398,0x0018a398,0x0018a464,0xcc
sub_18A468,0x0018a468,0x0018a584,0x11c
sub_18A588,0x0018a588,0x0018a644,0xbc
sub_18A648,0x0018a648,0x0018a814,0x1cc
sub_18A818,0x0018a818,0x0018a970,0x158
sub_18A970,0x0018a970,0x0018aa3c,0xcc
sub_18AA40,0x0018aa40,0x0018ab4c,0x10c
sub_18AB50,0x0018ab50,0x0018ae78,0x328
noop_wrapper___,0x0018ae78,0x0018ae90,0x18
noop_wrapper___,0x0018ae90,0x0018aeb8,0x28
noop_wrapper___,0x0018aeb8,0x0018aed4,0x1c
str_sub_aed8,0x0018aed8,0x0018af8c,0xb4
noop_wrapper___,0x0018af90,0x0018afe8,0x58
sub_18AFE8,0x0018afe8,0x0018b06c,0x84
str_sub_b070,0x0018b070,0x0018b29c,0x22c
str_copy_n_i,0x0018b2a0,0x0018c504,0x1264
noop_sub_c508,0x0018c508,0x0018c514,0xc
sub_18C518,0x0018c518,0x0018c5c4,0xac
sub_18C5C8,0x0018c5c8,0x0018c6dc,0x114
obj_sub_c6e0,0x0018c6e0,0x0018c73c,0x5c
sub_18C740,0x0018c740,0x0018c7b8,0x78
sub_18C7B8,0x0018c7b8,0x0018c8b0,0xf8
noop_wrapper___,0x0018c8b0,0x0018c8cc,0x1c
wrap_noop_wrapper___614,0x0018c8d0,0x0018c8ec,0x1c
obj_set_fields___,0x0018c8f0,0x0018c97c,0x8c
sub_18C980,0x0018c980,0x0018ca9c,0x11c
mem_fill_z_25,0x0018caa0,0x0018cd94,0x2f4
sub_18CD98,0x0018cd98,0x0018cf04,0x16c
noop_wrapper___,0x0018cf08,0x0018cf64,0x5c
sub_18CF68,0x0018cf68,0x0018d348,0x3e0
sub_18D348,0x0018d348,0x0018d3dc,0x94
sub_18D3E0,0x0018d3e0,0x0018d46c,0x8c
noop_wrapper___,0x0018d480,0x0018d4a4,0x24
noop_wrapper___,0x0018d4a8,0x0018d4c4,0x1c
noop_wrapper___,0x0018d4c8,0x0018d528,0x60
sub_18D528,0x0018d528,0x0018d67c,0x154
wrap_noop_wrapper_z_90,0x0018d680,0x0018d6d4,0x54
noop_sub_d6d8,0x0018d6d8,0x0018d720,0x48
sub_18D720,0x0018d720,0x0018d978,0x258
sub_18D978,0x0018d978,0x0018e0a0,0x728
sub_18E0A0,0x0018e0a0,0x0018e0d4,0x34
mem_compare_n_b,0x0018e0d8,0x0018e1b8,0xe0
mem_compare_n,0x0018e1b8,0x0018e24c,0x94
mem_copy,0x0018e250,0x0018e300,0xb0
sub_18E300,0x0018e300,0x0018e404,0x104
sub_18E408,0x0018e408,0x0018e4c8,0xc0
mem_fill_z_26,0x0018e4c8,0x0018e898,0x3d0
sub_18E898,0x0018e898,0x0018eb2c,0x294
sub_18EB30,0x0018eb30,0x0018ebac,0x7c
noop_wrapper_z_90,0x0018ebb0,0x0018ebfc,0x4c
str_sub_ec00,0x0018ec00,0x0018eca4,0xa4
str_sub_eca8,0x0018eca8,0x0018ecd4,0x2c
str_sub_ecd8,0x0018ecd8,0x0018ede0,0x108
sub_18EDE0,0x0018ede0,0x0018ef10,0x130
str_sub_ef10,0x0018ef10,0x0018ef90,0x80
str_sub_ef90,0x0018ef90,0x0018f04c,0xbc
obj_set_field_pair___,0x0018f050,0x0018f088,0x38
str_sub_f088,0x0018f088,0x0018f294,0x20c
str_sub_f298,0x0018f298,0x0018f394,0xfc
str_sub_f398,0x0018f398,0x0018f4f0,0x158
str_sub_f4f0,0x0018f4f0,0x0018f558,0x68
str_sub_f558,0x0018f558,0x0018f6e8,0x190
str_sub_f6e8,0x0018f6e8,0x0018f7b8,0xd0
sub_18F7B8,0x0018f7b8,0x0018f950,0x198
str_sub_f950,0x0018f950,0x0018fad4,0x184
sub_18FAD8,0x0018fad8,0x0018fba4,0xcc
sub_18FBA8,0x0018fba8,0x0018fc18,0x70
wrap_va_start,0x0018fc18,0x0018fc74,0x5c
Printf,0x0018fc78,0x0018fce8,0x70
sub_18FCE8,0x0018fce8,0x001906d4,0x9ec
noop_wrapper_z_91,0x001906d8,0x001906f0,0x18
wrap_math_mul64,0x001906f0,0x00190754,0x64
noop_wrapper___,0x00190758,0x001907b8,0x60
sub_1907B8,0x001907b8,0x00190d58,0x5a0
sub_190D58,0x00190d58,0x00190d8c,0x34
obj_shift_quat_buf,0x00190d90,0x00190f0c,0x17c
noop_wrapper___,0x00190f10,0x00190f68,0x58
sub_190F68,0x00190f68,0x00190ff0,0x88
str_format_into_buf,0x00190ff0,0x00191080,0x90
return_zero_z_25,0x00191080,0x00191088,0x8
sub_191088,0x00191088,0x00191130,0xa8
sub_191130,0x00191130,0x00191194,0x64
sub_191198,0x00191198,0x00191218,0x80
sub_191218,0x00191218,0x0019127c,0x64
noop_wrapper___,0x00191280,0x0019129c,0x1c
sub_1912A0,0x001912a0,0x00191378,0xd8
obj_sub_1378,0x00191378,0x001914a4,0x12c
sub_1914A8,0x001914a8,0x00191638,0x190
strcmp,0x00191638,0x0019177c,0x144
strcpy,0x00191780,0x00191894,0x114
strlen,0x00191898,0x001919d0,0x138
mem_compare_n_c,0x001919d0,0x00191b7c,0x1ac
mem_compare_n_b,0x00191b80,0x00191d38,0x1b8
mem_compare_n_c,0x00191d38,0x00191ef4,0x1bc
sub_191EF8,0x00191ef8,0x00191f48,0x50
sub_191F48,0x00191f48,0x00191fcc,0x84
str_copy_n_j,0x00191fd0,0x00192ee4,0xf14
noop_wrapper___,0x00192ee8,0x00192f0c,0x24
wrap_curve_sub_8a78,0x00192f10,0x00192f38,0x28
sub_192F38,0x00192f38,0x00193170,0x238
noop_wrapper___,0x00193170,0x0019319c,0x2c
sub_1931A0,0x001931a0,0x001933cc,0x22c
noop_wrapper___,0x001933d0,0x001933fc,0x2c
sub_193400,0x00193400,0x001934e8,0xe8
sub_1934E8,0x001934e8,0x00193670,0x188
obj_set_fields,0x00193670,0x001936b8,0x48
sub_1936B8,0x001936b8,0x0019376c,0xb4
sub_193770,0x00193770,0x00194e58,0x16e8
sub_194E58,0x00194e58,0x00195018,0x1c0
sub_195018,0x00195018,0x001950f4,0xdc
sub_1950F8,0x001950f8,0x00195d84,0xc8c
str_copy_n_04,0x00195d88,0x00195e88,0x100
sub_195E88,0x00195e88,0x00195edc,0x54
sub_195EE0,0x00195ee0,0x00195f34,0x54
noop_wrapper___,0x00195f38,0x00195f98,0x60
str_copy_n_05,0x00195f98,0x001960a4,0x10c
math_mul64,0x001960a8,0x0019611c,0x74
noop_sub_6120,0x00196120,0x001967b4,0x694
sub_1967B8,0x001967b8,0x00196e48,0x690
sub_196E48,0x00196e48,0x001973c4,0x57c
sub_1973C8,0x001973c8,0x00197930,0x568
str_sub_7930,0x00197930,0x001979d8,0xa8
sub_1979D8,0x001979d8,0x00197ac0,0xe8
sub_197AC0,0x00197ac0,0x00197bd8,0x118
wrap_float_compare_hw_0,0x00197bd8,0x00197c50,0x78
sub_197C50,0x00197c50,0x00197d78,0x128
sub_197D78,0x00197d78,0x00197e2c,0xb4
sub_197E30,0x00197e30,0x00197e8c,0x5c
mem_fill_z_27,0x00197e90,0x00197ebc,0x2c
float_unpack,0x00197ec0,0x00197efc,0x3c
str_sub_7f00,0x00197f00,0x00197fd8,0xd8
str_sub_7fd8,0x00197fd8,0x00198094,0xbc
sub_198098,0x00198098,0x001982f4,0x25c
float_add_hw,0x001982f8,0x00198350,0x58
float_div_hw,0x00198350,0x001983b4,0x64
float_mul_hw,0x001983b8,0x0019863c,0x284
str_sub_8640,0x00198640,0x00198780,0x140
sub_198780,0x00198780,0x001988a0,0x120
float_compare_hw,0x001988a0,0x001988ec,0x4c
str_sub_88f0,0x001988f0,0x001989a8,0xb8
str_sub_89a8,0x001989a8,0x00198a44,0x9c
mem_fill_z_28,0x00198a48,0x00198a74,0x2c
curve_sub_8a78,0x00198a78,0x00198acc,0x54
sub_198AD0,0x00198ad0,0x00198b70,0xa0
noop_z_1,0x00198b70,0x00198b78,0x8
noop_z_2,0x00198b80,0x00198b88,0x8
sub_198B90,0x00198b90,0x00198bdc,0x4c
sub_198BE0,0x00198be0,0x00198c2c,0x4c
return_zero_z_26,0x00198c30,0x00198c38,0x8
noop_z_3,0x00198c40,0x00198c48,0x8
sub_198C50,0x00198c50,0x00198cb0,0x60
sub_198CB0,0x00198cb0,0x00198cfc,0x4c
fighter_track_slot_ctor_clone_01,0x00198d00,0x00198d84,0x84
state_byte_transition_k_1,0x00198d90,0x00199010,0x280
obj_set_fields_u_2,0x00199010,0x001990a4,0x94
sub_1990B0,0x001990b0,0x00199104,0x54
table_entry_get,0x00199110,0x00199128,0x18
sub_199130,0x00199130,0x00199180,0x50
sub_199180,0x00199180,0x001991d0,0x50
noop___,0x001991d0,0x001991d8,0x8
sub_1991E0,0x001991e0,0x00199210,0x30
noop_z_4,0x00199210,0x00199218,0x8
return_zero_z_27,0x00199220,0x00199228,0x8
return_zero_z_28,0x00199230,0x00199238,0x8
noop_wrapper_z_92,0x00199240,0x00199254,0x14
get_field_val_z_34,0x00199260,0x00199268,0x8
get_field_val_z_35,0x00199270,0x00199278,0x8
noop_z_5,0x00199280,0x00199288,0x8
noop_z_6,0x00199290,0x00199298,0x8
noop_z_7,0x001992a0,0x001992a8,0x8
obj_ctor_init,0x001992b0,0x0019931c,0x6c
sub_199320,0x00199320,0x0019939c,0x7c
sub_1993A0,0x001993a0,0x001993ec,0x4c
vtable_dispatch___5_clone_01,0x001993f0,0x00199444,0x54
return_zero_z_29,0x00199450,0x00199458,0x8
wrap_sub_199460,0x00199460,0x00199480,0x20
sub_199480,0x00199480,0x001995dc,0x15c
sub_1995E0,0x001995e0,0x001997a0,0x1c0
obj_set_fields_v_3,0x001997a0,0x001997d4,0x34
vtable_dispatch_m,0x001997e0,0x001997f8,0x18
vtable_dispatch_n,0x00199800,0x00199818,0x18
get_field_val___,0x00199820,0x00199828,0x8
get_field_val_,0x00199830,0x00199838,0x8
EngineUpdate,0x00199840,0x00199878,0x38
sub_199880,0x00199880,0x001999a0,0x120
sub_1999A0,0x001999a0,0x00199aa0,0x100
vec4f_write_to_offset40_clone_01,0x00199aa0,0x00199ac4,0x24
noop_z_8,0x00199ad0,0x00199ad8,0x8
noop_z_9,0x00199ae0,0x00199ae8,0x8
noop_z_10,0x00199af0,0x00199af8,0x8
noop_z_11,0x00199b00,0x00199b08,0x8
noop_z_12,0x00199b10,0x00199b18,0x8
noop_z_13,0x00199b20,0x00199b28,0x8
noop_z_14,0x00199b30,0x00199b38,0x8
mem_fill_z_199_0,0x00199b40,0x00199d58,0x218
