name,start,end,size
obj_set_fields_z_209,0x002d5eb0,0x002d5f1c,0x6c
euler_to_quat_z_7,0x002d5f20,0x002d61e0,0x2c0
wrap_obj_motion_update_slot_clone_03,0x002d61e0,0x002d625c,0x7c
noop_wrapper___,0x002d6260,0x002d629c,0x3c
noop_wrapper___,0x002d62a0,0x002d62d8,0x38
noop_wrapper_z_420,0x002d62e0,0x002d6304,0x24
sub_2D6310,0x002d6310,0x002d6378,0x68
noop_wrapper_z_421,0x002d6380,0x002d63a0,0x20
noop_wrapper___,0x002d63a0,0x002d63ac,0xc
noop_wrapper___,0x002d63b0,0x002d63bc,0xc
flags_test_mask_u,0x002d63c0,0x002d6410,0x50
sub_2D6410,0x002d6410,0x002d6468,0x58
sub_2D6470,0x002d6470,0x002d6610,0x1a0
vtable_dispatch___,0x002d6610,0x002d6640,0x30
sub_2D6640,0x002d6640,0x002d6774,0x134
obj_set_fields_z_2,0x002d6780,0x002d67ac,0x2c
sub_2D67B0,0x002d67b0,0x002d67f4,0x44
noop_wrapper___,0x002d6800,0x002d6820,0x20
obj_get_field0c_b,0x002d6820,0x002d6828,0x8
sub_2D6830,0x002d6830,0x002d6890,0x60
sub_2D6890,0x002d6890,0x002d68dc,0x4c
sub_2D68E0,0x002d68e0,0x002d6da0,0x4c0
sub_2D6DA0,0x002d6da0,0x002d6f18,0x178
pool_entry_push_b_0_clone_06,0x002d6f20,0x002d6fb0,0x90
sub_2D6FB0,0x002d6fb0,0x002d7070,0xc0
vtable_dispatch___,0x002d7070,0x002d70a0,0x30
obj_get_field_0x1c_0x68,0x002d70a0,0x002d70c0,0x20
vtable_sub_70c0,0x002d70c0,0x002d70e0,0x20
obj_get_sub_field70,0x002d70e0,0x002d7100,0x20
asm_reg_save_f,0x002d7100,0x002d7148,0x48
wrap_mem_fill_z_215,0x002d7150,0x002d715c,0xc
wrap_sub_326131,0x002d7160,0x002d7174,0x14
sub_2D7180,0x002d7180,0x002d718c,0xc
EngineUpdate_clone_04,0x002d7190,0x002d71d0,0x40
state_byte_transition_i_01,0x002d71d0,0x002d72f8,0x128
noop_wrapper___,0x002d7300,0x002d7334,0x34
sub_2D7340,0x002d7340,0x002d73a0,0x60
sub_2D73A0,0x002d73a0,0x002d7488,0xe8
sub_2D7490,0x002d7490,0x002d75d0,0x140
wrap_entity_tree_insert_and_init,0x002d75d0,0x002d7614,0x44
return_zero___,0x002d7620,0x002d7640,0x20
wrap_singleton_lazy_init_b,0x002d7640,0x002d7684,0x44
wrap_anim_track_start_a,0x002d7690,0x002d76e8,0x58
get_data_ptr_z_201,0x002d76f0,0x002d76fc,0xc
wrap_pool_entry_pop_b,0x002d7700,0x002d774c,0x4c
obj_ctor_init___,0x002d7750,0x002d77c0,0x70
obj_ctor_init___,0x002d77c0,0x002d7840,0x80
obj_ctor_init___,0x002d7840,0x002d78b0,0x70
obj_ctor_init___,0x002d78b0,0x002d7920,0x70
sub_2D7920,0x002d7920,0x002d7980,0x60
sub_2D7980,0x002d7980,0x002d79e0,0x60
obj_ctor_init___,0x002d79e0,0x002d7a60,0x80
obj_ctor_init___,0x002d7a60,0x002d7af0,0x90
obj_ctor_init___,0x002d7af0,0x002d7b70,0x80
obj_ctor_init___,0x002d7b70,0x002d7be0,0x70
sub_2D7BE0,0x002d7be0,0x002d7d1c,0x13c
obj_set_fields___169_0,0x002d7d20,0x002d7e2c,0x10c
noop_z_271,0x002d7e30,0x002d7e38,0x8
j_wrap_obj_register___42,0x002d7e40,0x002d7e48,0x8
sub_2D7E50,0x002d7e50,0x002d7ed0,0x80
noop_wrapper_z_422,0x002d7ed0,0x002d7edc,0xc
wrap_anim_track_start_b_o,0x002d7ee0,0x002d7ef0,0x10
return_const_53,0x002d7ef0,0x002d7ef8,0x8
return_zero_z_179,0x002d7f00,0x002d7f08,0x8
sub_2D7F10,0x002d7f10,0x002d803c,0x12c
mem_fill_z_55_clone_18,0x002d8040,0x002d8b24,0xae4
noop_seq_var_10_z_9,0x002d8b30,0x002d8ba4,0x74
wrap_anim_track_start_c_o,0x002d8bb0,0x002d8bc0,0x10
sub_2D8BC0,0x002d8bc0,0x002d8c6c,0xac
sub_2D8C70,0x002d8c70,0x002d8de4,0x174
vtable_sub_fc40_clone_04,0x002d8df0,0x002d8ff8,0x208
mem_fill_z_215,0x002d9000,0x002d99f0,0x9f0
sub_2D99F0,0x002d99f0,0x002d9bdc,0x1ec
sub_2D9BE0,0x002d9be0,0x002d9c7c,0x9c
return_const_50_b,0x002d9c80,0x002d9c88,0x8
return_zero_z_180,0x002d9c90,0x002d9c98,0x8
obj_set_fields_z_210,0x002d9ca0,0x002d9cf0,0x50
j_fighter_reset,0x002d9cf0,0x002d9cf8,0x8
wrap_str_copy_n_e_clone_76,0x002d9d00,0x002d9d0c,0xc
wrap_sub_326132,0x002d9d10,0x002d9d24,0x14
sub_2D9D30,0x002d9d30,0x002d9d3c,0xc
EngineUpdate_clone_05,0x002d9d40,0x002d9d80,0x40
state_byte_transition_p_01,0x002d9d80,0x002d9f68,0x1e8
noop_wrapper___,0x002d9f70,0x002d9fa4,0x34
sub_2D9FB0,0x002d9fb0,0x002da010,0x60
PadSysInit_clone_04,0x002da010,0x002da230,0x220
obj_active_check_clone_03,0x002da230,0x002da270,0x40
sub_2DA270,0x002da270,0x002da464,0x1f4
sub_2DA470,0x002da470,0x002da584,0x114
sub_2DA590,0x002da590,0x002da680,0xf0
vtable_dispatch___,0x002da680,0x002da6a8,0x28
vtable_dispatch___,0x002da6b0,0x002da6d8,0x28
vtable_dispatch___,0x002da6e0,0x002da710,0x30
vtable_dispatch___,0x002da710,0x002da738,0x28
mem_fill_z_31_clone_19,0x002da740,0x002da88c,0x14c
vtable_dispatch___,0x002da890,0x002da8b8,0x28
euler_to_quat_z_8,0x002da8c0,0x002dac2c,0x36c
slerp_quat_c,0x002dac30,0x002dad60,0x130
sub_2DAD60,0x002dad60,0x002dae58,0xf8
pool_alloc_entry_clone_02,0x002dae60,0x002daf50,0xf0
return_const_1_z_97,0x002daf50,0x002daf58,0x8
vtable_dispatch___,0x002daf60,0x002daf88,0x28
get_data_ptr_z_202,0x002daf90,0x002daf9c,0xc
wrap_pool_entry_pop_b_b,0x002dafa0,0x002dafec,0x4c
sub_2DAFF0,0x002daff0,0x002db050,0x60
obj_ctor_init___,0x002db050,0x002db0d0,0x80
obj_ctor_init___,0x002db0d0,0x002db150,0x80
obj_ctor_init___,0x002db150,0x002db1d0,0x80
obj_ctor_init___,0x002db1d0,0x002db240,0x70
obj_ctor_init___,0x002db240,0x002db2b0,0x70
obj_ctor_init___,0x002db2b0,0x002db320,0x70
obj_ctor_init___,0x002db320,0x002db3a0,0x80
obj_ctor_init___,0x002db3a0,0x002db410,0x70
sub_2DB410,0x002db410,0x002db50c,0xfc
CApp_Ukemi_Update_clone_01,0x002db510,0x002db9a4,0x494
noop_seq_var_10_z_10,0x002db9b0,0x002dba0c,0x5c
sub_2DBA10,0x002dba10,0x002dbb10,0x100
mem_compare_n_0_clone_33,0x002dbb10,0x002dbca0,0x190
wrap_sub_215681,0x002dbca0,0x002dbcac,0xc
j_wrap_obj_register___42_0,0x002dbcb0,0x002dbcb8,0x8
sub_2DBCC0,0x002dbcc0,0x002dbd40,0x80
obj_set_color_and_walk_clone_01,0x002dbd40,0x002dbdd4,0x94
noop_wrapper_z_423,0x002dbde0,0x002dbdec,0xc
wrap_anim_track_start_c_p,0x002dbdf0,0x002dbe00,0x10
sub_2DBE00,0x002dbe00,0x002dbef4,0xf4
CApp_Ukemi_Update_clone_02,0x002dbf00,0x002dc318,0x418
noop_seq_var_10_z_11,0x002dc320,0x002dc37c,0x5c
str_copy_n_e_clone_75,0x002dc380,0x002dc664,0x2e4
str_copy_n_e_clone_76,0x002dc670,0x002dcaf8,0x488
sub_2DCB00,0x002dcb00,0x002dccec,0x1ec
sub_2DCCF0,0x002dccf0,0x002dcdb8,0xc8
return_const_50_c,0x002dcdc0,0x002dcdc8,0x8
return_zero_z_181,0x002dcdd0,0x002dcdd8,0x8
vtable_dispatch___,0x002dcde0,0x002dce20,0x40
state_byte_transition_h_0,0x002dce20,0x002dcf80,0x160
noop_wrapper___,0x002dcf80,0x002dcfb4,0x34
sub_2DCFC0,0x002dcfc0,0x002dd020,0x60
CAppFightMainTrain_Tick_clone_03,0x002dd020,0x002dd170,0x150
vtable_dispatch___69_0,0x002dd170,0x002dd1d4,0x64
vtable_dispatch___,0x002dd1e0,0x002dd22c,0x4c
sub_2DD230,0x002dd230,0x002dd2b4,0x84
get_data_ptr_z_203,0x002dd2c0,0x002dd2cc,0xc
wrap_pool_entry_pop_b_c,0x002dd2d0,0x002dd31c,0x4c
vtable_dispatch___,0x002dd320,0x002dd360,0x40
wrap_euler_to_quat_z_9,0x002dd360,0x002dd36c,0xc
wrap_sub_326133,0x002dd370,0x002dd384,0x14
sub_2DD390,0x002dd390,0x002dd39c,0xc
EngineUpdate_clone_06,0x002dd3a0,0x002dd3e0,0x40
state_byte_transition_i_02,0x002dd3e0,0x002dd504,0x124
noop_wrapper___,0x002dd510,0x002dd544,0x34
sub_2DD550,0x002dd550,0x002dd5b0,0x60
sub_2DD5B0,0x002dd5b0,0x002dd610,0x60
sub_2DD610,0x002dd610,0x002dd6d8,0xc8
CAppFightStageView_Tick_clone_01,0x002dd6e0,0x002dd7f0,0x110
vtable_dispatch___70_0,0x002dd7f0,0x002dd854,0x64
vtable_dispatch___,0x002dd860,0x002dd8ac,0x4c
sub_2DD8B0,0x002dd8b0,0x002dd918,0x68
wrap_anim_track_start_a_b,0x002dd920,0x002dd978,0x58
get_data_ptr_z_204,0x002dd980,0x002dd98c,0xc
wrap_pool_entry_pop_b_d,0x002dd990,0x002dd9dc,0x4c
obj_ctor_init___,0x002dd9e0,0x002dda60,0x80
sub_2DDA60,0x002dda60,0x002ddac0,0x60
obj_ctor_init___,0x002ddac0,0x002ddb30,0x70
obj_ctor_init___,0x002ddb30,0x002ddbb0,0x80
sub_2DDBB0,0x002ddbb0,0x002ddcb0,0x100
obj_set_fields___35_0,0x002ddcb0,0x002ddd94,0xe4
noop_z_272,0x002ddda0,0x002ddda8,0x8
j_wrap_obj_register___42_1,0x002dddb0,0x002dddb8,0x8
sub_2DDDC0,0x002dddc0,0x002dde40,0x80
noop_wrapper_z_424,0x002dde40,0x002dde4c,0xc
sub_2DDE50,0x002dde50,0x002ddfb0,0x160
CApp_Ukemi_Update_clone_03,0x002ddfb0,0x002de648,0x698
sub_2DE650,0x002de650,0x002de6dc,0x8c
fighter_track_tick_clone_14,0x002de6e0,0x002de918,0x238
str_copy_n_e_clone_77,0x002de920,0x002dec90,0x370
euler_to_quat_z_9,0x002dec90,0x002df414,0x784
sub_2DF420,0x002df420,0x002df60c,0x1ec
sub_2DF610,0x002df610,0x002df6d8,0xc8
return_const_50_d,0x002df6e0,0x002df6e8,0x8
return_zero_z_182,0x002df6f0,0x002df6f8,0x8
j_vtable_sub_b640,0x002df700,0x002df708,0x8
noop_wrapper_r,0x002df710,0x002df764,0x54
noop_wrapper_u,0x002df770,0x002df790,0x20
str_copy_n_e_clone_78,0x002df790,0x002df9a0,0x210
get_field_val___,0x002df9a0,0x002df9a8,0x8
noop_wrapper___,0x002df9b0,0x002df9e4,0x34
sub_2DF9F0,0x002df9f0,0x002dfa50,0x60
sub_2DFA50,0x002dfa50,0x002dfa78,0x28
vtable_sub_fa80,0x002dfa80,0x002dfc3c,0x1bc
vtable_sub_fc40,0x002dfc40,0x002dfd00,0xc0
sub_2DFD00,0x002dfd00,0x002dfda4,0xa4
noop_wrapper_z_425,0x002dfdb0,0x002dfdbc,0xc
return_const_976,0x002dfdc0,0x002dfdc8,0x8
get_data_ptr_z_205,0x002dfdd0,0x002dfddc,0xc
pass_identity_o,0x002dfde0,0x002dfde8,0x8
wrap_pool_entry_pop_b_e,0x002dfdf0,0x002dfe3c,0x4c
noop_wrapper_z_426,0x002dfe40,0x002dfe70,0x30
StateRegistry_Init,0x002dfe70,0x002dfe8c,0x1c
scene_node_set_visible_clone_07,0x002dfe90,0x002dff4c,0xbc
sub_2DFF50,0x002dff50,0x002e0134,0x1e4
pool_alloc_entry_clone_03,0x002e0140,0x002e028c,0x14c
sub_2E0290,0x002e0290,0x002e04dc,0x24c
obj_sub_ca60_clone_17,0x002e04e0,0x002e05f0,0x110
GS_DispatchPending_clone_02,0x002e05f0,0x002e06d8,0xe8
sub_2E06E0,0x002e06e0,0x002e0724,0x44
wrap_singleton_get_effect_mgr_0,0x002e0730,0x002e0754,0x24
singleton_lazy_init_e_0_clone_03,0x002e0760,0x002e07cc,0x6c
sub_2E07D0,0x002e07d0,0x002e089c,0xcc
wrap_singleton_lazy_init_m_clone_02,0x002e08a0,0x002e08dc,0x3c
sub_2E08E0,0x002e08e0,0x002e099c,0xbc
noop_wrapper_z_427,0x002e09a0,0x002e09d8,0x38
GS_DispatchPending_clone_03,0x002e09e0,0x002e0a8c,0xac
sub_2E0A90,0x002e0a90,0x002e0b80,0xf0
GS_DispatchPending_clone_04,0x002e0b80,0x002e0c58,0xd8
obj_sub_0c60,0x002e0c60,0x002e0ca8,0x48
singleton_lazy_init_m_clone_02,0x002e0cb0,0x002e0d80,0xd0
singleton_lazy_init_m_clone_03,0x002e0d80,0x002e0e10,0x90
sub_2E0E10,0x002e0e10,0x002e0e7c,0x6c
wrap_singleton_get_effect_mgr,0x002e0e80,0x002e0eb8,0x38
wrap_singleton_get_effect_mgr_b,0x002e0ec0,0x002e0f04,0x44
wrap_singleton_get_effect_mgr_c,0x002e0f10,0x002e0f40,0x30
sub_2E0F40,0x002e0f40,0x002e0f9c,0x5c
mem_alloc_single_c,0x002e0fa0,0x002e0fb4,0x14
sub_2E0FC0,0x002e0fc0,0x002e1004,0x44
obj_ctor_init___236_0,0x002e1010,0x002e10a0,0x90
sub_2E10A0,0x002e10a0,0x002e1174,0xd4
get_field_val___,0x002e1180,0x002e1188,0x8
sub_2E1190,0x002e1190,0x002e11dc,0x4c
sub_2E11E0,0x002e11e0,0x002e11ec,0xc
sub_2E11F0,0x002e11f0,0x002e11fc,0xc
sub_2E1200,0x002e1200,0x002e120c,0xc
sub_2E1210,0x002e1210,0x002e121c,0xc
sub_2E1220,0x002e1220,0x002e1270,0x50
sub_2E1270,0x002e1270,0x002e12d0,0x60
noop_wrapper___,0x002e12d0,0x002e12d8,0x8
noop_wrapper_z_428,0x002e12e0,0x002e12e8,0x8
sub_2E12F0,0x002e12f0,0x002e131c,0x2c
fighter_track_slot_ctor_clone_16,0x002e1320,0x002e1390,0x70
mem_compare_n_0_clone_34,0x002e1390,0x002e1780,0x3f0
noop___,0x002e1780,0x002e1788,0x8
noop_wrapper___,0x002e1790,0x002e180c,0x7c
noop_wrapper___,0x002e1810,0x002e188c,0x7c
sub_2E1890,0x002e1890,0x002e18bc,0x2c
wrap_obj_set_fields_z_204,0x002e18c0,0x002e18ec,0x2c
wrap_obj_set_fields___81,0x002e18f0,0x002e191c,0x2c
wrap_obj_set_fields___82,0x002e1920,0x002e194c,0x2c
noop_wrapper___,0x002e1950,0x002e199c,0x4c
sub_2E19A0,0x002e19a0,0x002e19cc,0x2c
wrap_fighter_track_slot_ctor_clone_11,0x002e19d0,0x002e19fc,0x2c
noop_wrapper___,0x002e1a00,0x002e1a4c,0x4c
sub_2E1A50,0x002e1a50,0x002e1a7c,0x2c
wrap_fighter_track_slot_ctor_clone_12,0x002e1a80,0x002e1aac,0x2c
sub_2E1AB0,0x002e1ab0,0x002e1adc,0x2c
sub_2E1AE0,0x002e1ae0,0x002e1b0c,0x2c
wrap_obj_set_fields___83,0x002e1b10,0x002e1b3c,0x2c
noop_wrapper_z_429,0x002e1b40,0x002e1b48,0x8
noop_wrapper___,0x002e1b50,0x002e1b80,0x30
noop_wrapper_z_430,0x002e1b80,0x002e1b88,0x8
noop_sub_1b90,0x002e1b90,0x002e1dd4,0x244
sub_2E1DE0,0x002e1de0,0x002e1e68,0x88
noop___,0x002e1e70,0x002e1e78,0x8
sub_2E1E80,0x002e1e80,0x002e203c,0x1bc
sub_2E2040,0x002e2040,0x002e2138,0xf8
sub_2E2140,0x002e2140,0x002e21f8,0xb8
mem_fill_z_216,0x002e2200,0x002e2484,0x284
mem_fill_z_217,0x002e2490,0x002e27f8,0x368
mem_fill_z_218,0x002e2800,0x002e29a4,0x1a4
sub_2E29B0,0x002e29b0,0x002e2a74,0xc4
sub_2E2A80,0x002e2a80,0x002e2bac,0x12c
sub_2E2BB0,0x002e2bb0,0x002e2ca0,0xf0
sub_2E2CA0,0x002e2ca0,0x002e2d24,0x84
sub_2E2D30,0x002e2d30,0x002e2e24,0xf4
sub_2E2E30,0x002e2e30,0x002e2f0c,0xdc
move_type_check,0x002e2f10,0x002e3054,0x144
sub_2E3060,0x002e3060,0x002e3234,0x1d4
noop___,0x002e3240,0x002e3248,0x8
noop___,0x002e3250,0x002e3258,0x8
return_const_1_z_98,0x002e3260,0x002e3268,0x8
noop___,0x002e3270,0x002e3278,0x8
noop___,0x002e3280,0x002e3288,0x8
noop___,0x002e3290,0x002e3298,0x8
noop_wrapper___,0x002e32a0,0x002e32c4,0x24
wrap_var_10_i,0x002e32d0,0x002e3328,0x58
sub_2E3330,0x002e3330,0x002e3384,0x54
mem_fill_z_219,0x002e3390,0x002e34e0,0x150
sub_2E34E0,0x002e34e0,0x002e35a4,0xc4
obj_set_fields_z_211,0x002e35b0,0x002e3624,0x74
noop___,0x002e3630,0x002e3638,0x8
return_const_1_z_99,0x002e3640,0x002e3648,0x8
sub_2E3650,0x002e3650,0x002e3724,0xd4
wrap_camera_fade_is_active,0x002e3730,0x002e3754,0x24
noop___,0x002e3760,0x002e3768,0x8
wrap_counter_inc64_d,0x002e3770,0x002e37b4,0x44
noop___,0x002e37c0,0x002e37c8,0x8
timer_field_get_c,0x002e37d0,0x002e37e0,0x10
sub_2E37E0,0x002e37e0,0x002e3820,0x40
sub_2E3820,0x002e3820,0x002e3860,0x40
obj_set_field_byte___,0x002e3860,0x002e3868,0x8
singleton_get_effect_mgr,0x002e3870,0x002e3908,0x98
noop_wrapper_z_431,0x002e3950,0x002e3978,0x28
noop_wrapper_z_432,0x002e3980,0x002e39ac,0x2c
fighter_track_slot_ctor_clone_17,0x002e39b0,0x002e3a20,0x70
obj_ctor_init___237_0,0x002e3a20,0x002e3a90,0x70
sub_2E3A90,0x002e3a90,0x002e3ae0,0x50
sub_2E3AE0,0x002e3ae0,0x002e3ba0,0xc0
sub_2E3BA0,0x002e3ba0,0x002e3ca8,0x108
sub_2E3CB0,0x002e3cb0,0x002e3da0,0xf0
obj_tick_camera_track_clone_05,0x002e3db0,0x002e3e58,0xa8
obj_tick_camera_track_clone_06,0x002e3e60,0x002e3ecc,0x6c
obj_set_fields___,0x002e3ed0,0x002e3f3c,0x6c
noop_z_273,0x002e3f50,0x002e3f58,0x8
state_byte_transition___40_clone_01,0x002e3f60,0x002e4038,0xd8
stream_parser_reset,0x002e4040,0x002e4104,0xc4
stream_parser_tick_clone_02,0x002e4110,0x002e4244,0x134
script_expr_parse_term_clone_01,0x002e4250,0x002e42d0,0x80
script_expr_parse_term,0x002e42d0,0x002e43d0,0x100
script_expr_parse_primary,0x002e43d0,0x002e47b8,0x3e8
obj_sub_1f90_clone_06,0x002e47c0,0x002e48d8,0x118
sub_2E48E0,0x002e48e0,0x002e4c60,0x380
stream_parser_tick,0x002e4c60,0x002e4d64,0x104
noop_sub_4d70,0x002e4d70,0x002e4e74,0x104
anim_state_advance,0x002e4e80,0x002e5010,0x190
wrap_sub_5040,0x002e5040,0x002e5074,0x34
stream_parser_tick_clone_03,0x002e5080,0x002e53a8,0x328
wrap_mem_copy_d,0x002e53b0,0x002e53fc,0x4c
wrap_mem_copy_e,0x002e5400,0x002e544c,0x4c
get_field_val___,0x002e5450,0x002e5458,0x8
obj_set_fields___,0x002e5460,0x002e5490,0x30
mem_fill_z_221_clone_09,0x002e5490,0x002e5744,0x2b4
EngineUpdate_clone_07,0x002e5750,0x002e5784,0x34
sub_2E5790,0x002e5790,0x002e57e0,0x50
sub_2E57E0,0x002e57e0,0x002e59c0,0x1e0
resource_try_load_clone_03,0x002e59c0,0x002e5aec,0x12c
singleton_get_effect_mgr_b,0x002e5af0,0x002e5b4c,0x5c
obj_ctor_init___342_clone_04,0x002e5b50,0x002e5bd8,0x88
sub_2E5BE0,0x002e5be0,0x002e5c68,0x88
sub_2E5C70,0x002e5c70,0x002e5dd0,0x160
noop_wrapper_u_2,0x002e5dd0,0x002e5e08,0x38
mem_compare_n_0_clone_35,0x002e5e10,0x002e6230,0x420
noop_wrapper_z_433,0x002e6230,0x002e6250,0x20
obj_set_fields___,0x002e6250,0x002e6290,0x40
obj_set_fields___,0x002e6290,0x002e6308,0x78
obj_set_fields___,0x002e6310,0x002e6364,0x54
sub_2E6370,0x002e6370,0x002e63f8,0x88
state_sub_6400,0x002e6400,0x002e64ac,0xac
obj_set_field_byte___,0x002e64b0,0x002e64b8,0x8
obj_set_field_byte___,0x002e64c0,0x002e64c8,0x8
noop_wrapper_z_434,0x002e64d0,0x002e64f8,0x28
noop_wrapper_z_435,0x002e6500,0x002e6514,0x14
obj_set_field_byte,0x002e6520,0x002e6528,0x8
obj_set_field_byte___,0x002e6530,0x002e6538,0x8
noop_wrapper_z_436,0x002e6540,0x002e654c,0xc
sub_2E6550,0x002e6550,0x002e6640,0xf0
sub_2E6640,0x002e6640,0x002e683c,0x1fc
obj_clear_all_slots_clone_01,0x002e6840,0x002e69dc,0x19c
sub_2E69E0,0x002e69e0,0x002e6ac4,0xe4
move_input_advance_b_clone_10,0x002e6ad0,0x002e6c84,0x1b4
sub_2E6C90,0x002e6c90,0x002e6d58,0xc8
obj_set_fields_z_212,0x002e6d60,0x002e6e0c,0xac
obj_set_field_pair___,0x002e6e10,0x002e6e1c,0xc
noop_wrapper_z_437,0x002e6e20,0x002e6e30,0x10
obj_set_fields_z_213,0x002e6e30,0x002e6e80,0x50
noop_wrapper___,0x002e6e80,0x002e6eb4,0x34
state_byte_transition_i_03,0x002e6ec0,0x002e70a8,0x1e8
noop_wrapper___,0x002e70b0,0x002e70e4,0x34
sub_2E70F0,0x002e70f0,0x002e7150,0x60
PadSysInit_clone_05,0x002e7150,0x002e7490,0x340
obj_active_check_clone_04,0x002e7490,0x002e74d0,0x40
slerp_quat_c_clone_09,0x002e74d0,0x002e77a8,0x2d8
sub_2E77B0,0x002e77b0,0x002e78f4,0x144
vtable_dispatch___,0x002e7900,0x002e794c,0x4c
wrap_obj_advance_state,0x002e7950,0x002e7984,0x34
sub_2E7990,0x002e7990,0x002e799c,0xc
wrap_sub_326134,0x002e79a0,0x002e79b4,0x14
sub_2E79C0,0x002e79c0,0x002e79cc,0xc
vtable_dispatch___5_clone_05,0x002e79d0,0x002e7a14,0x44
str_copy_n_c_clone_01,0x002e7a20,0x002e7edc,0x4bc
sub_2E7EE0,0x002e7ee0,0x002e7f6c,0x8c
mem_fill_z_220,0x002e7f70,0x002e8420,0x4b0
mem_fill_z_221,0x002e8420,0x002e85b8,0x198
str_copy_n_e_clone_79,0x002e85c0,0x002e86cc,0x10c
fighter_check_action_allowed,0x002e86d0,0x002e8778,0xa8
sub_2E8780,0x002e8780,0x002e887c,0xfc
obj_set_fields___33_0,0x002e8880,0x002e8980,0x100
vtable_dispatch___,0x002e8980,0x002e89c0,0x40
vtable_dispatch___36_clone_10,0x002e89c0,0x002e8a80,0xc0
get_data_ptr_z_206,0x002e8a80,0x002e8a8c,0xc
wrap_pool_entry_pop_b_f,0x002e8a90,0x002e8adc,0x4c
obj_ctor_init___,0x002e8ae0,0x002e8b50,0x70
obj_ctor_init___,0x002e8b50,0x002e8bd0,0x80
obj_ctor_init___,0x002e8bd0,0x002e8c50,0x80
obj_ctor_init___,0x002e8c50,0x002e8cd0,0x80
obj_ctor_init___,0x002e8cd0,0x002e8d60,0x90
obj_ctor_init___,0x002e8d60,0x002e8dd0,0x70
sub_2E8DD0,0x002e8dd0,0x002e8e30,0x60
obj_ctor_init___,0x002e8e30,0x002e8eb0,0x80
obj_ctor_init___,0x002e8eb0,0x002e8f40,0x90
obj_ctor_init___,0x002e8f40,0x002e8fc0,0x80
obj_ctor_init___,0x002e8fc0,0x002e9040,0x80
obj_set_field_pair___,0x002e9040,0x002e907c,0x3c
sub_2E9080,0x002e9080,0x002e90ec,0x6c
vtable_dispatch___36_clone_11,0x002e90f0,0x002e919c,0xac
wrap_wrap_obj_set_flags_clone_05,0x002e91a0,0x002e9220,0x80
sub_2E9220,0x002e9220,0x002e9228,0x8
str_copy_n_e_clone_80,0x002e9230,0x002e971c,0x4ec
sub_2E9720,0x002e9720,0x002e984c,0x12c
sub_2E9850,0x002e9850,0x002e98e0,0x90
obj_set_field_pair___,0x002e98e0,0x002e991c,0x3c
sub_2E9920,0x002e9920,0x002e9ac8,0x1a8
mem_fill_z_222,0x002e9ad0,0x002ea434,0x964
sub_2EA440,0x002ea440,0x002ea550,0x110
wrap_obj_is_anim_playing,0x002ea550,0x002ea598,0x48
wrap_anim_track_start_a_z_3,0x002ea5a0,0x002ea5ac,0xc
sub_2EA5B0,0x002ea5b0,0x002ea5c8,0x18
wrap_anim_track_start_c_q,0x002ea5d0,0x002ea5e0,0x10
obj_set_field_pair___,0x002ea5e0,0x002ea61c,0x3c
obj_ctor_init___238_0,0x002ea620,0x002ea704,0xe4
obj_ctor_init_n_clone_10,0x002ea710,0x002ea830,0x120
wrap_wrap_obj_set_flags,0x002ea830,0x002ea894,0x64
sub_2EA8A0,0x002ea8a0,0x002ea8b8,0x18
return_const_53_b,0x002ea8c0,0x002ea8c8,0x8
return_zero_z_183,0x002ea8d0,0x002ea8d8,0x8
pool_entry_pop___08,0x002ea8e0,0x002eaa00,0x120
sub_2EAA00,0x002eaa00,0x002eaafc,0xfc
noop_z_274,0x002eab00,0x002eab08,0x8
sub_2EAB10,0x002eab10,0x002eab80,0x70
sub_2EAB80,0x002eab80,0x002eac4c,0xcc
state_byte_transition_m,0x002eac50,0x002eb340,0x6f0
sub_2EB340,0x002eb340,0x002eb438,0xf8
mem_fill_z_223,0x002eb440,0x002eb7dc,0x39c
obj_set_field_pair___,0x002eb7e0,0x002eb81c,0x3c
obj_ctor_init___239_0,0x002eb820,0x002eb8dc,0xbc
loadscreen_cancel_clone_01,0x002eb8e0,0x002eb9e0,0x100
wrap_fighter_clear_anim_flags,0x002eb9e0,0x002eba44,0x64
obj_set_field_pair_,0x002eba50,0x002eba8c,0x3c
obj_ctor_init___240_0,0x002eba90,0x002ebb68,0xd8
loadscreen_cancel_clone_02,0x002ebb70,0x002ebc40,0xd0
sub_2EBC40,0x002ebc40,0x002ebcc0,0x80
str_copy_n_e_clone_81,0x002ebcc0,0x002ebfdc,0x31c
sub_2EBFE0,0x002ebfe0,0x002ec05c,0x7c
sub_2EC060,0x002ec060,0x002ec4e4,0x484
mem_fill_z_40_clone_08,0x002ec4f0,0x002eca8c,0x59c
sub_2ECA90,0x002eca90,0x002ecbb4,0x124
return_const_50_e,0x002ecbc0,0x002ecbc8,0x8
return_zero_z_184,0x002ecbd0,0x002ecbd8,0x8
sub_2ECBE0,0x002ecbe0,0x002ecfc8,0x3e8
sub_2ECFD0,0x002ecfd0,0x002ed104,0x134
sub_2ED110,0x002ed110,0x002ed23c,0x12c
state_byte_transition_i_1,0x002ed240,0x002ed6e0,0x4a0
move_input_advance_b_clone_11,0x002ed6e0,0x002ed758,0x78
sub_2ED760,0x002ed760,0x002ee0a4,0x944
sub_2EE0B0,0x002ee0b0,0x002ee0fc,0x4c
sub_2EE100,0x002ee100,0x002ee50c,0x40c
